asm_area_code,customer_code,Year,Month,unique_retailers,invoice_count
NAGP,1062,2012,12,996,2703
DELHM,1316,2011,6,654,1034
ORIS,2381,2013,2,221,305
HYDE2,1653,2013,9,597,1056
PUNJ,238,2011,10,123,190
PUNES,1608,2011,9,284,722
MUMB2,296,2013,3,746,2080
GUJAN,2554,2013,4,177,186
COIM,337,2013,1,2403,3582
JHAR,2342,2013,8,428,1764
MUMB2,1317,2012,6,978,2983
PUNEN,1198,2012,4,115,239
MUMB2,1489,2012,10,586,1328
HYDE2,254,2012,9,186,447
VIJA,354,2013,12,132,453
BENGS,2433,2013,12,161,386
CENTU,2048,2013,11,252,784
BENGS,19,2013,1,154,424
DELHM,1316,2013,6,1867,5435
PUNJ,1548,2011,11,615,1217
NAGP,90,2012,11,179,312
HARY&,64,2013,9,337,800
CHEN,106,2012,12,187,402
RAJA,114,2012,7,1202,2355
BENGS,307,2013,7,898,1680
VIJA,860,2013,4,71,123
WESTM,1115,2013,9,203,578
HUBL,427,2013,11,235,785
RAJA,2355,2013,10,190,307
EASTM,2330,2013,7,151,507
PUNES,993,2013,6,161,482
HARY&,1743,2012,6,261,646
NAGP,90,2012,3,187,340
EASTM,410,2012,3,359,544
EASTU,282,2013,7,134,323
MUMB2,456,2012,5,87,174
BIHAE,1024,2011,11,297,401
JHAR,395,2012,7,286,567
BENGS,2420,2013,8,174,299
BENGS,1357,2012,8,202,607
WESTM,1555,2011,5,209,302
PUNJ,2414,2012,11,165,298
BENGS,1284,2012,2,221,645
BENGS,1558,2013,11,846,2549
HARY&,66,2012,2,142,246
BIHAW,1853,2013,8,183,520
RAJA,113,2012,11,299,365
GUJAS,1920,2013,11,146,338
NAGP,764,2011,6,162,336
HYDE2,187,2011,10,185,453
GUJAS,2712,2013,12,185,640
GUJAN,2254,2012,10,423,680
BENGS,1284,2013,7,266,850
WESTU,2103,2013,6,122,350
CHEN,108,2011,11,319,523
HYDE1,876,2011,7,2130,5284
PUNEN,79,2013,1,440,736
RAJA,1523,2012,4,787,1717
HARY&,1567,2012,2,594,1002
GUJAN,1448,2011,6,620,1446
CHEN,108,2013,11,371,1074
BANG,434,2012,5,462,1222
BENGN,620,2012,2,199,297
BIHAE,533,2013,2,598,1557
BENGN,1227,2012,7,238,524
KERA,586,2013,11,317,548
BIHAE,1024,2013,3,346,837
GUJAN,1985,2013,2,722,1666
CHEN,315,2012,2,178,277
EASTM,75,2012,11,150,348
EASTU,282,2012,6,135,188
GUJAN,629,2013,9,795,2506
PUNEN,1189,2011,11,128,212
PUNJ,236,2012,5,249,448
BENGS,768,2013,6,598,1533
BANG,1016,2012,9,1776,3927
HYDE2,187,2011,4,185,456
HYDE2,245,2012,11,233,539
HYDE2,1593,2013,6,81,199
WESTM,523,2013,8,1552,3706
BANG,2611,2013,10,168,358
COIM,1249,2012,6,1006,1617
NER,219,2011,6,330,708
CENTU,433,2011,10,1429,3082
HYDE2,1593,2012,4,110,250
HYDE1,602,2012,5,893,1786
WESTM,1186,2012,6,1202,2286
HARY&,2536,2013,6,285,418
HARY&,2310,2013,7,262,611
PUNEN,326,2013,7,124,297
BIHAE,1413,2011,7,115,281
PUNEN,743,2012,4,273,791
WESTU,1437,2011,12,372,1019
NAGP,98,2012,8,774,1778
HYDE2,1593,2012,2,92,246
JHAR,345,2011,5,269,569
HUBL,180,2012,1,679,1451
PUNEN,326,2013,9,132,373
EASTM,1877,2011,4,264,583
HYDE1,442,2011,10,69,174
EASTM,593,2012,5,246,691
NAGP,2332,2013,2,257,481
MUMB2,2025,2013,3,347,1309
CENTU,645,2013,6,177,564
GUJAN,2390,2013,2,280,832
BIHAW,1960,2011,9,56,102
NAGP,764,2011,4,136,311
EASTU,522,2012,8,772,1468
HYDE1,876,2012,7,2650,6211
BIHAE,803,2013,9,173,545
HYDE2,1933,2013,9,792,1911
NAGP,97,2013,1,840,1648
BANG,2284,2013,2,495,1094
GUJAN,1101,2012,6,246,571
PUNEN,1826,2012,12,2328,6317
BENGN,996,2012,5,755,1720
WESTU,383,2012,1,327,816
VIJA,1000,2011,8,398,1025
PUNJ,1548,2013,12,651,1936
WESTU,2190,2013,12,158,323
HYDE2,1056,2013,6,170,708
VIJA,1674,2012,9,537,840
VIJA,865,2013,1,324,717
ORIS,13,2011,6,45,46
VIJA,865,2012,6,188,353
CHEN,1664,2011,12,645,1101
PUNEN,1198,2013,8,146,410
BENGS,1284,2011,7,251,556
BENGS,2406,2013,8,119,423
RAJA,2176,2013,5,208,489
EASTM,2329,2012,12,87,147
WESTU,729,2012,12,694,1166
JHAR,957,2013,12,553,2576
PUNES,1245,2013,1,165,831
HYDE2,1337,2011,6,105,214
EASTU,282,2012,3,119,313
EASTM,1929,2013,4,210,703
RAJA,1456,2011,6,136,377
COIM,1578,2013,9,210,453
VIJA,2360,2013,5,87,105
NAGP,91,2011,12,183,389
PUNEN,1349,2012,6,96,200
BENGS,2112,2013,5,463,1213
VIJA,43,2012,6,239,644
PUNES,530,2013,9,945,2214
NAGP,87,2013,9,233,815
JHAR,2342,2012,11,583,1240
PUNES,291,2011,9,45,49
VIJA,2360,2012,12,91,100
VIJA,359,2012,12,109,244
WESTU,165,2012,4,452,1214
BENGS,1295,2011,12,650,1637
RAJA,115,2012,10,284,346
BENGS,1257,2013,8,237,569
BENGN,999,2013,1,183,549
HARY&,65,2011,10,193,755
PUNJ,1989,2012,10,400,739
CENTU,2061,2012,12,137,250
HARY&,424,2012,12,494,1187
BANG,1526,2013,5,1890,3945
NER,239,2012,4,119,196
NER,1899,2011,4,205,572
MUMB2,482,2011,11,747,1257
WESTU,304,2012,5,90,265
RAJA,2143,2013,1,319,836
BIHAE,1413,2011,9,115,218
PUNES,81,2012,5,497,908
WESTU,303,2013,12,234,750
HYDE2,251,2013,1,170,827
PUNES,1579,2013,10,448,1059
GUJAN,1321,2013,4,613,1093
WESTU,1293,2012,6,201,331
MUMB2,299,2012,1,1308,3921
NAGP,388,2013,1,163,508
BIHAW,1872,2013,5,195,793
MUMB2,294,2013,11,608,1150
JHAR,798,2012,1,631,1222
HYDE2,245,2013,1,231,930
VIJA,1426,2013,1,887,1312
DELHM,591,2012,1,1142,2176
KOLK,1832,2012,10,612,1028
EASTU,774,2012,9,164,382
PUNEN,2520,2013,12,81,298
PUNES,993,2012,1,131,357
COIM,862,2012,2,1331,2270
WESTU,2792,2013,12,177,240
HYDE1,876,2011,12,2488,6709
BENGS,2112,2012,5,369,731
HARY&,1534,2013,8,427,1289
RAJA,126,2013,3,526,840
BENGN,537,2013,7,122,332
VIJA,865,2013,5,325,745
PUNEN,331,2011,4,144,229
COIM,1193,2013,1,984,1950
PUNJ,233,2011,10,196,414
BENGS,5,2013,8,950,3164
BENGS,481,2013,12,206,599
CENTU,170,2013,7,209,456
BENGS,5,2012,10,890,2214
CENTU,1996,2013,7,203,528
RAJA,1455,2011,9,647,1700
COIM,285,2012,7,401,952
MUMB1,2511,2013,10,1777,5049
PUNEN,1213,2012,4,78,132
WESTU,775,2013,7,1270,1596
HARY&,61,2011,5,250,607
HARY&,65,2013,12,253,1426
BIHAW,1411,2012,9,112,262
EASTU,522,2013,9,1883,2968
WESTU,2066,2013,1,320,514
JHAR,1819,2011,6,112,352
JHAR,550,2013,4,107,349
PUNEN,77,2012,4,1316,3221
GUJAN,1268,2011,8,980,1963
PUNEN,525,2011,12,1655,4583
HUBL,427,2011,8,231,410
WESTU,961,2011,5,543,1465
BENGS,19,2012,6,151,589
GUJAS,1476,2013,6,153,618
EASTU,282,2012,5,126,224
PUNEN,1199,2012,1,106,138
GUJAS,1779,2012,7,1368,3532
RAJA,121,2012,1,223,508
BENGS,2406,2013,9,118,316
GUJAS,1601,2012,1,161,503
BIHAE,1274,2012,7,77,158
WESTM,521,2012,9,944,2200
CENTU,2061,2013,7,185,231
HUBL,963,2011,6,313,949
RAJA,1806,2011,5,176,373
CENTU,279,2012,6,241,373
DELHM,2529,2013,9,3819,6740
HARY&,61,2011,12,255,614
HARY&,64,2013,10,312,605
VIJA,2343,2013,1,91,268
HYDE2,250,2011,6,123,276
BENGS,343,2013,7,234,618
VIJA,1094,2012,2,323,616
VIJA,50,2011,11,129,213
WESTM,1470,2013,7,135,379
EASTM,335,2013,1,174,579
BIHAE,539,2012,6,465,984
VIJA,2313,2013,12,127,394
VIJA,1530,2012,2,874,2023
BENGN,999,2012,12,183,413
HYDE2,1014,2013,3,146,512
MUMB2,213,2013,11,659,2531
GUJAS,1920,2011,10,145,364
CHEN,1428,2012,3,658,1067
CENTU,1222,2012,3,444,673
BIHAE,803,2011,5,146,299
MUMB2,296,2011,6,810,1898
WESTM,1555,2011,11,107,181
RAJA,1455,2011,4,690,1872
BANG,148,2012,2,94,247
EASTU,283,2011,8,215,408
RAJA,1228,2012,3,169,284
NER,1724,2011,7,161,286
CENTU,325,2011,5,156,346
PUNJ,600,2012,3,694,1231
MUMB2,1025,2012,1,166,396
BANG,344,2012,7,1097,2360
MUMB1,1677,2011,10,122,1770
PUNEN,525,2013,10,1279,3313
NER,221,2012,12,202,2185
WESTM,266,2012,5,306,612
VIJA,1103,2011,9,97,268
PUNEN,1023,2012,5,341,752
RAJA,126,2012,9,643,1289
MUMB2,1603,2011,8,1653,4548
HARY&,334,2011,4,163,281
BENGN,538,2012,10,325,496
BENGN,1854,2012,12,254,672
CHEN,850,2011,10,1019,1763
BIHAW,1360,2013,8,1186,2902
BIHAE,2544,2013,6,176,377
NER,1956,2011,11,24,41
BANG,145,2011,11,687,1557
WESTU,2064,2012,2,47,64
HYDE1,463,2012,3,87,220
PUNES,1744,2012,1,207,403
BIHAE,2628,2013,7,64,96
PUNES,328,2012,11,129,262
BENGS,451,2012,6,400,995
ORIS,1730,2012,2,1017,1477
DELHM,1105,2013,3,488,1016
CENTU,2048,2012,9,164,332
GUJAS,1164,2012,2,1523,3578
NER,1001,2012,5,100,314
PUNJ,1683,2011,4,286,522
PUNEN,448,2013,6,908,2268
HARY&,2310,2012,12,289,524
ORIS,1590,2012,10,160,333
BIHAW,1833,2013,4,168,474
ORIS,1482,2012,7,499,809
HYDE2,363,2012,6,171,363
JHAR,1051,2012,8,353,1011
BENGS,19,2012,10,154,637
BIHAW,2306,2013,2,12,19
BIHAE,1219,2012,7,188,295
HYDE1,876,2013,10,2304,6097
HUBL,1022,2011,6,155,385
VIJA,553,2012,4,118,245
HYDE2,252,2013,2,132,455
BENGS,2326,2012,12,137,507
BANG,1526,2011,11,1703,3499
WESTU,2015,2012,6,141,279
HUBL,2765,2013,12,463,1191
PUNJ,600,2013,4,761,1321
WESTM,2132,2013,4,325,761
BANG,1252,2011,6,461,1237
PUNEN,1322,2012,11,104,230
ORIS,625,2011,10,190,256
RAJA,1228,2013,6,245,697
JHAR,360,2013,7,543,1142
PUNES,1072,2012,2,267,477
MUMB1,1392,2012,8,6749,22023
NAGP,96,2013,4,359,990
EASTM,1889,2013,12,234,591
GUJAS,1811,2013,1,816,1870
CENTU,1222,2012,9,942,1774
RAJA,114,2013,11,1116,3251
WESTM,266,2013,2,319,706
HYDE2,2340,2013,7,166,565
PUNEN,326,2011,8,87,123
WESTU,1936,2012,6,193,539
RAJA,114,2013,2,1304,2364
BENGN,1227,2011,9,187,377
NER,559,2012,1,91,375
PUNES,1072,2012,11,338,517
BIHAE,1024,2012,10,354,835
BENGS,481,2011,8,185,502
CENTU,2035,2013,4,156,416
MUMB2,294,2012,11,575,1767
HYDE1,1282,2013,11,1149,2841
VIJA,52,2013,6,827,3135
EASTM,613,2012,5,374,920
JHAR,2408,2012,10,43,49
PUNEN,1198,2012,5,85,145
BANG,1526,2013,1,2109,4226
NER,2182,2013,4,315,826
BENGS,1295,2011,5,484,1124
GUJAS,747,2012,4,261,626
BANG,145,2013,4,1113,2742
CHEN,1594,2011,6,760,1399
HYDE1,1176,2011,12,125,491
EASTM,71,2013,9,361,1161
HUBL,731,2013,8,866,2223
EASTM,1889,2011,6,184,578
KOLK,2105,2012,10,585,1175
DELHM,1276,2013,4,247,1006
MUMB2,1489,2011,9,328,603
MUMB2,294,2011,8,327,705
HARY&,1205,2013,3,188,570
EASTM,1649,2013,12,575,2153
NAGP,98,2013,9,1008,2049
WESTU,2066,2013,7,395,542
EASTU,774,2012,4,164,513
EASTM,75,2013,12,148,417
BIHAE,1219,2013,12,267,690
GUJAS,135,2012,5,325,591
JHAR,1819,2013,11,119,398
VIJA,247,2013,12,109,368
HYDE2,601,2011,9,113,241
GUJAN,2684,2013,9,1002,1773
NAGP,90,2013,6,191,472
HUBL,450,2013,6,402,1449
DELHM,1481,2011,7,1169,2147
NAGP,388,2012,4,141,314
GUJAN,2350,2013,7,6,6
KOLK,1439,2011,9,1061,1921
GUJAS,289,2012,12,232,574
WESTM,1414,2011,4,850,1433
PUNEN,1896,2012,10,656,1631
PUNES,2192,2012,12,160,262
EASTM,75,2012,1,149,340
GUJAS,1570,2011,10,1071,2240
JHAR,2408,2013,3,152,252
COIM,1303,2013,1,374,1094
EASTM,613,2013,5,614,1176
WESTU,834,2013,2,139,438
WESTU,357,2013,8,457,1138
BENGS,649,2012,10,445,1018
BIHAE,536,2012,9,153,208
GUJAS,1779,2011,7,1110,3346
HUBL,2127,2012,4,246,733
DELHM,1980,2013,9,1482,3529
PUNJ,236,2012,1,223,432
BIHAE,2544,2013,12,198,608
HYDE2,413,2011,8,236,292
WESTU,2066,2013,8,368,444
PUNEN,1665,2012,11,890,1985
HYDE2,869,2012,10,723,1613
PUNEN,80,2011,12,71,111
WESTU,306,2013,10,151,538
BIHAW,1853,2011,10,162,321
ORIS,11,2013,4,243,1026
JHAR,395,2013,2,300,779
EASTM,374,2011,4,775,1768
EASTM,1649,2012,1,283,586
CHEN,1068,2013,6,192,366
PUNEN,1351,2011,10,67,132
PUNES,428,2011,4,1486,4442
BENGS,2406,2013,11,120,369
WESTM,523,2013,9,1326,3548
PUNEN,1189,2012,9,107,445
MUMB2,296,2011,12,877,2457
COIM,337,2012,2,1941,3188
PUNEN,80,2013,8,85,153
NER,221,2013,11,212,1069
EASTU,281,2012,7,261,439
PUNJ,1147,2012,5,115,201
NAGP,2332,2013,7,257,510
ORIS,1359,2012,3,982,2065
CENTU,1235,2013,1,388,863
COIM,1249,2011,9,1023,1782
HYDE2,601,2013,6,169,426
BENGN,656,2013,4,145,326
GUJAS,2304,2013,3,211,650
KOLK,1281,2011,5,1077,2227
ORIS,2718,2013,8,133,138
PUNJ,600,2013,1,551,886
WESTM,1055,2011,10,1145,2593
NAGP,2332,2012,11,202,373
MUMB2,1878,2012,3,1367,3786
PUNES,1244,2013,1,138,574
RAJA,126,2011,6,546,1039
PUNES,2504,2013,3,133,166
PUNJ,419,2011,11,209,488
ORIS,475,2013,6,162,490
VIJA,45,2013,4,393,1058
COIM,160,2013,11,259,604
NER,1724,2011,6,226,432
KOLK,1399,2012,3,998,1763
JHAR,395,2013,3,258,672
CHEN,1863,2011,4,326,675
KOLK,2462,2013,4,1101,2415
HUBL,963,2011,7,307,812
HYDE1,463,2012,12,92,375
HARY&,1209,2012,10,518,630
VIJA,1674,2011,10,522,878
BENGN,2372,2013,12,316,830
BANG,2473,2013,1,133,186
GUJAS,747,2013,5,261,844
BIHAE,1954,2013,2,154,412
GUJAN,2254,2012,8,151,207
WESTM,1055,2012,1,1209,2903
CENTU,2035,2012,8,167,230
GUJAN,1574,2012,7,729,1908
VIJA,2144,2013,6,546,1517
PUNEN,1665,2013,8,1791,5359
VIJA,455,2013,12,488,1657
BIHAE,1297,2013,9,229,742
MUMB1,56,2012,7,1128,4703
BENGS,343,2012,10,220,334
RAJA,120,2011,10,498,1346
HUBL,178,2013,6,329,967
RAJA,1228,2012,12,234,405
VIJA,1020,2013,6,126,676
PUNEN,2363,2013,12,141,308
VIJA,354,2013,1,140,467
BENGN,1854,2012,3,207,465
COIM,160,2013,3,247,577
VIJA,48,2011,6,129,288
HYDE2,413,2013,9,238,929
PUNES,1608,2012,5,317,794
HUBL,180,2011,10,684,1477
CHEN,440,2012,10,516,1007
CENTU,2547,2013,7,57,132
BENGS,1257,2012,7,215,360
BANG,144,2012,4,66,223
CENTU,2656,2013,10,160,315
HARY&,2486,2013,6,348,744
PUNJ,2414,2013,6,164,289
HYDE2,1726,2012,5,493,1085
NAGP,2322,2013,5,376,781
EASTU,276,2013,6,201,700
NER,1883,2011,5,105,180
COIM,1223,2011,7,479,904
VIJA,2531,2013,4,113,224
WESTU,729,2011,12,942,1361
HARY&,62,2012,9,210,385
HARY&,393,2012,10,1236,2091
VIJA,1391,2013,6,172,558
JHAR,8,2013,10,771,2657
ORIS,13,2013,1,161,610
HYDE2,1337,2012,9,117,194
NER,217,2011,10,188,678
ORIS,356,2012,1,204,479
PUNES,1122,2012,7,186,329
EASTU,1044,2011,5,150,205
BIHAW,1986,2012,9,1708,3171
EASTM,410,2013,2,452,917
CENTU,2670,2013,10,189,865
RAJA,1939,2011,9,1060,2321
DELHM,1809,2013,12,671,2029
CHEN,1780,2012,3,1045,1573
NER,1840,2012,1,226,772
COIM,2293,2013,7,311,638
GUJAN,636,2013,8,814,1923
GUJAN,636,2013,3,1356,2438
BENGS,343,2013,4,234,554
HUBL,1430,2011,4,265,568
PUNEN,525,2012,5,1896,4079
KOLK,2070,2011,11,2,2
PUNEN,326,2012,10,122,213
PUNJ,1190,2011,12,987,1758
WESTM,271,2013,1,231,468
PUNJ,608,2012,6,471,968
PUNES,328,2013,4,128,325
BENGN,2657,2013,8,198,404
BENGN,1227,2013,5,289,1687
MUMB1,56,2011,6,1154,5646
PUNEN,2532,2013,6,142,214
NAGP,388,2011,7,111,244
CENTU,2031,2013,1,53,63
PUNJ,419,2012,11,240,542
VIJA,51,2011,10,138,320
RAJA,129,2012,11,275,354
PUNES,1608,2013,11,251,591
WESTM,521,2012,6,996,3018
EASTM,2400,2013,6,76,399
HYDE2,1381,2012,9,815,2058
BENGS,1401,2011,8,264,555
EASTM,842,2011,4,1,6
KERA,586,2013,9,1,1
HYDE2,1014,2012,3,145,368
BANG,1154,2013,2,354,884
EASTU,1044,2011,11,181,251
GUJAS,135,2013,3,328,739
RAJA,2143,2012,12,319,945
BENGS,2552,2013,12,962,3371
NER,243,2012,7,225,490
HARY&,1567,2011,4,316,1077
VIJA,247,2011,6,111,209
NAGP,1090,2013,7,1154,2512
ORIS,12,2012,7,133,248
HYDE2,255,2011,5,171,330
BENGS,1357,2013,5,210,769
VIJA,622,2013,3,142,289
NAGP,1090,2012,8,1652,3166
PUNES,1608,2013,3,291,707
HYDE2,869,2013,4,559,1034
BENGN,999,2013,5,180,442
CENTU,2004,2012,8,134,267
HYDE1,2430,2012,12,989,1434
WESTM,271,2011,5,220,508
EASTM,593,2012,1,236,682
WESTU,2074,2013,11,194,489
RAJA,120,2012,2,494,1175
BIHAW,535,2011,11,115,239
HUBL,2597,2013,8,124,392
EASTM,71,2013,8,376,1145
EASTM,554,2011,12,278,725
BENGN,537,2011,7,121,280
DELHM,1105,2011,12,555,1218
VIJA,2360,2013,1,92,119
NER,221,2013,5,215,893
JHAR,1634,2013,9,507,1062
BENGN,1854,2011,8,253,368
ORIS,1482,2012,11,503,727
VIJA,50,2013,3,125,253
COIM,1038,2011,5,219,450
NER,243,2011,9,209,490
CHEN,1594,2013,9,536,1330
ORIS,12,2011,9,133,326
NAGP,98,2013,8,977,2252
VIJA,45,2013,3,397,952
HUBL,963,2011,12,251,918
CHEN,106,2012,5,324,473
PUNEN,743,2013,2,265,925
PUNES,1102,2011,8,244,434
HYDE2,2316,2012,10,51,101
BANG,1981,2013,10,1039,2553
NER,390,2012,11,146,165
WESTM,990,2012,9,496,843
KOLK,1399,2011,5,1081,1769
MUMB1,1392,2013,11,3400,7613
BENGN,656,2012,3,107,195
EASTU,1044,2012,9,186,268
MUMB2,2025,2013,5,347,1408
DELHM,185,2011,4,1214,2856
PUNES,1102,2012,2,245,390
MUMB2,991,2011,6,833,2368
GUJAS,1570,2013,12,1321,4021
PUNJ,302,2011,10,145,244
GUJAS,449,2013,6,435,1034
BANG,1154,2012,8,371,932
PUNEN,332,2012,6,103,303
PUNES,530,2011,6,911,1686
MUMB1,832,2011,7,4694,10715
PUNES,1245,2013,5,165,732
WESTU,2115,2013,2,1252,1712
EASTU,284,2013,8,172,447
PUNEN,1199,2011,6,124,276
JHAR,798,2012,5,635,1458
BANG,1723,2012,6,2380,4012
BIHAW,746,2012,10,333,400
BIHAW,1872,2013,3,159,273
WESTM,268,2012,6,319,762
BENGS,22,2012,10,599,1646
MUMB2,296,2011,9,835,2060
NAGP,93,2012,2,320,852
MUMB2,300,2013,3,1114,2564
ORIS,356,2013,3,173,342
BENGN,656,2012,11,133,304
HUBL,976,2013,6,512,1544
CHEN,104,2011,11,226,369
KOLK,1439,2011,8,1026,2046
GUJAS,2352,2013,11,126,465
GUJAN,1302,2012,9,1003,1844
PUNEN,1351,2012,6,80,147
NER,1001,2013,5,188,603
BANG,145,2012,1,755,1852
PUNJ,238,2012,5,186,374
NAGP,94,2013,12,279,938
PUNES,83,2012,4,151,687
HYDE1,1892,2012,6,2283,3484
NAGP,97,2013,5,917,1929
HYDE2,251,2013,5,164,588
WESTM,271,2013,8,206,454
VIJA,1103,2011,10,92,263
PUNJ,235,2012,7,226,611
EASTU,774,2012,3,1,1
GUJAN,2367,2012,12,272,699
PUNJ,236,2011,6,282,612
VIJA,50,2013,9,126,362
WESTU,2115,2012,2,963,1270
WESTU,2015,2013,6,201,507
VIJA,45,2013,9,354,1180
EASTM,72,2013,5,176,401
ORIS,11,2011,5,243,799
RAJA,1806,2013,12,227,903
MUMB1,1065,2011,5,1712,4160
CHEN,595,2013,2,440,949
COIM,1223,2011,8,479,853
MUMB2,1298,2012,4,2882,8023
MUMB2,456,2012,6,61,95
HYDE1,188,2013,2,73,220
PUNEN,1347,2011,12,103,120
HARY&,1205,2011,4,97,179
HUBL,2315,2013,8,126,399
ORIS,748,2012,1,174,352
PUNJ,1823,2011,8,729,1329
HUBL,1430,2011,12,345,729
BENGN,638,2012,6,161,442
VIJA,2144,2012,11,386,683
PUNJ,2106,2013,3,482,885
WESTU,961,2012,4,1524,3034
EASTU,281,2012,4,261,544
WESTM,1115,2012,8,28,200
CHEN,850,2013,11,135,159
CHEN,1178,2011,7,778,1420
WESTM,1115,2013,2,177,539
HYDE2,1304,2013,11,471,946
NER,217,2012,6,237,841
EASTU,278,2012,7,40,79
WESTU,2016,2013,8,160,504
VIJA,341,2012,6,117,269
PUNJ,1147,2013,3,112,228
EASTM,1733,2013,3,1057,2093
BIHAE,1219,2012,3,213,265
MUMB2,297,2011,4,999,2773
KOLK,2105,2012,9,606,1408
BENGS,2552,2013,8,957,3702
PUNJ,958,2011,6,191,385
HUBL,2765,2013,10,19,21
VIJA,2144,2012,10,585,1268
COIM,1038,2012,6,230,483
PUNES,1608,2012,2,310,732
HARY&,65,2012,4,250,832
HYDE1,1282,2013,10,1297,2636
DELHM,1809,2012,7,557,1101
BIHAE,1676,2012,3,838,1775
RAJA,114,2013,10,960,2130
PUNES,1343,2013,7,302,527
ORIS,475,2012,3,177,324
MUMB2,299,2013,1,1425,4161
VIJA,43,2012,9,305,568
RAJA,1523,2012,5,860,1559
PUNJ,238,2011,11,94,146
WESTU,1915,2013,10,134,275
EASTU,1044,2011,12,184,256
DELHM,1105,2011,6,547,1157
HARY&,2335,2012,12,104,254
RAJA,126,2011,8,640,1104
PUNES,292,2012,1,138,144
HYDE1,1891,2012,11,1563,3123
CENTU,1222,2013,2,1275,2116
NAGP,388,2013,12,159,514
HYDE2,251,2012,10,166,310
PUNEN,1665,2012,2,1022,2510
NER,1001,2012,3,89,184
GUJAN,137,2011,4,352,1095
PUNEN,331,2013,5,167,243
GUJAS,1006,2012,1,356,471
WESTM,2357,2013,8,118,268
PUNES,81,2012,8,412,946
ORIS,883,2012,1,483,1015
WESTU,846,2013,9,266,573
CHEN,2273,2013,8,782,2167
DELHM,1591,2013,2,4528,7707
JHAR,2408,2013,1,190,311
GUJAS,138,2012,7,907,2121
EASTM,1733,2011,7,591,1492
PUNES,1067,2012,2,462,886
JHAR,1634,2013,6,566,1184
WESTU,2155,2012,6,83,156
PUNEN,1189,2013,2,145,187
VIJA,48,2012,1,130,301
BANG,145,2011,6,610,1620
PUNJ,2106,2012,6,295,492
ORIS,12,2011,10,134,277
BANG,2458,2012,12,6,6
BANG,2506,2013,6,147,283
DELHM,1105,2013,1,605,1578
PUNEN,331,2013,4,168,261
MUMB2,456,2012,3,58,92
GUJAS,135,2012,7,325,631
GUJAN,1101,2013,8,267,610
BIHAW,1833,2012,7,157,244
HYDE2,255,2012,3,147,266
BENGS,1284,2011,10,214,488
MUMB1,832,2012,7,6611,21433
NER,1033,2012,4,526,1179
RAJA,1939,2013,7,1827,2970
NAGP,94,2012,12,277,726
NAGP,388,2011,8,110,190
DELHM,591,2013,2,1106,2834
BANG,2476,2013,4,131,215
BIHAW,34,2011,10,360,750
MUMB2,296,2012,12,838,2103
GUJAN,1715,2012,2,306,890
PUNJ,302,2012,9,123,217
PUNJ,608,2012,7,465,918
PUNES,329,2012,5,87,172
JHAR,541,2012,8,110,253
BIHAW,32,2012,3,166,308
JHAR,1819,2013,2,117,430
PUNEN,1826,2012,1,2385,6804
NAGP,98,2011,8,842,1979
NER,1855,2012,12,1147,2602
BIHAW,1872,2013,1,194,504
EASTM,267,2012,10,266,374
WESTU,2190,2013,1,189,295
COIM,873,2012,5,197,286
CENTU,2034,2013,10,126,157
WESTM,1470,2012,6,151,311
MUMB1,1536,2011,5,1441,6604
WESTM,523,2012,8,1312,3313
PUNES,1072,2013,3,296,829
PUNEN,1419,2011,9,66,116
MUMB2,1298,2011,5,2412,5791
VIJA,1020,2012,8,124,316
BIHAE,2398,2013,1,213,378
DELHM,2152,2012,10,1645,3696
CHEN,108,2013,5,335,653
NAGP,99,2012,7,2832,9772
HUBL,353,2012,1,242,293
BIHAE,539,2012,11,452,711
DELHM,1174,2011,6,332,862
PUNEN,1023,2012,9,456,1170
GUJAS,1006,2011,12,340,481
GUJAS,1164,2013,7,1538,4205
CENTU,1903,2012,12,588,968
CHEN,595,2012,5,410,745
MUMB2,394,2012,10,3729,8318
EASTM,1877,2013,9,304,684
GUJAN,1804,2013,10,1477,3645
ORIS,883,2012,5,444,854
HARY&,1722,2012,6,355,960
VIJA,552,2013,10,151,392
RAJA,120,2012,8,479,1169
CHEN,105,2013,6,169,371
HYDE2,869,2012,12,590,1013
BIHAE,539,2013,5,474,1686
PUNJ,1947,2012,3,285,500
CENTU,1996,2013,8,205,605
BIHAE,1297,2012,11,141,224
PUNJ,1989,2013,9,395,985
PUNJ,1548,2013,1,713,2067
HYDE2,187,2012,5,201,324
PUNES,1102,2012,8,251,434
PUNEN,326,2012,12,122,300
WESTM,990,2013,9,570,1332
BENGS,5,2011,7,760,1931
RAJA,116,2013,6,729,2067
GUJAN,131,2012,2,210,464
VIJA,359,2012,1,83,172
PUNEN,331,2012,10,168,224
HARY&,424,2012,1,516,863
RAJA,408,2013,1,1053,2316
CENTU,2035,2013,12,170,547
BIHAW,1853,2012,8,190,283
JHAR,798,2012,4,621,1203
NAGP,87,2013,11,232,768
NAGP,2024,2013,11,333,923
PUNEN,2319,2013,7,132,267
ORIS,9,2012,10,228,492
WESTU,775,2013,10,86,207
BENGN,2372,2013,4,299,750
RAJA,408,2011,5,941,2192
PUNEN,1347,2011,6,128,153
WESTU,1915,2013,11,173,432
CHEN,850,2011,9,899,1671
VIJA,2313,2013,7,120,377
PUNEN,448,2012,12,1202,2729
HARY&,2422,2013,1,29,39
NER,1306,2012,11,671,1325
GUJAS,449,2012,9,426,955
BENGS,768,2012,7,515,1219
PUNEN,1198,2013,2,122,171
