asm_area_code,customer_code,month,year,pri_ind_bpm_actuals,pri_sales_amount
ORIS,2381,9,2013,341654.5985,368982.9
NER,2182,9,2012,2345844.865,2345044.26
VIJA,247,9,2012,547154.7204,587654.14
BIHAE,1274,5,2013,995142.2836,1046387.42
COIM,337,9,2012,6144166.635,6342426.9
GUJAS,1570,7,2012,2806234.041,3075613.47
MUMB2,1878,4,2013,21083040.74,21892518.62
NER,1033,7,2012,2163752.208,2334801.96
JHAR,395,8,2012,1176752.706,1271396.81
COIM,862,7,2012,6090313.298,6482500.96
HUBL,976,4,2013,5036345.1,5596951.35
PUNJ,1823,9,2012,10860867.45,10746472.29
BIHAW,1853,2,2013,1495700.226,1581573.65
EASTM,1649,9,2012,3922844.085,3908808.31
HYDE1,2282,2,2013,8307665.928,8970855
CENTU,280,7,2013,1134284.84,1208661.13
JHAR,957,2,2013,2522851.284,2726449.78
VIJA,359,2,2013,1709505.316,1865378.5
EASTU,1203,6,2013,2701642.484,3234197.6
KERA,349,2,2013,2330043.513,2550659.76
DELHM,1276,3,2013,2979173.771,3992502.15
ORIS,9,3,2013,697932.2996,803205.94
WESTM,521,5,2013,6321437.475,7045020.28
WESTU,1293,7,2013,1482695.819,1622621.14
PUNEN,1349,5,2013,907387.1125,968969.14
HARY&,1722,5,2013,1381743.233,1499762.21
NAGP,93,8,2013,2948790.638,3566877.74
VIJA,1089,8,2013,1107198.523,1191486.86
VIJA,341,12,2013,1039422.752,1317305.96
BENGN,2657,10,2013,810616.5266,935215.36
KERA,2665,9,2013,1151582.563,1303090.32
GUJAN,1715,9,2013,1633151.382,1816400.8
HARY&,2335,8,2013,325632.7838,352459.59
ORIS,2718,11,2013,4430835.69,5184809.5
CHEN,375,8,2012,3885609.654,4525519.33
RAJA,122,9,2012,2274091.29,2504754.05
BENGS,1257,2,2013,2346586.933,2628066.23
WESTU,357,2,2013,2367834.323,2643382.41
HARY&,1722,2,2013,1621553.232,1776224.32
HYDE2,1721,11,2013,1816271.55,2269491.87
WESTU,1713,7,2013,647965.5126,725288.7
NER,1672,3,2013,570486.9477,768462.12
BANG,2441,5,2013,349255.0864,373776.61
EASTU,278,9,2013,859454.376,978454.04
HUBL,178,5,2013,3656392.95,3875821.84
KOLK,2075,3,2013,993921.4386,1291730.87
BENGN,1227,8,2013,791177.6526,933373
PUNJ,2414,5,2013,566906.6292,631268.03
CENTU,1139,5,2013,550050.7288,626810.96
BENGN,2542,12,2013,-16070.11501,-21410.91
WESTU,1713,11,2013,763470.9296,823790.85
WESTM,263,8,2013,2110023.281,2270963.61
CHEN,440,7,2013,4108217.64,4693836.47
WESTM,2630,11,2013,4439450.093,5201641.97
HYDE2,843,8,2013,802404.1574,930569.09
KERA,159,9,2013,1298332.333,1399108.8
WESTU,167,8,2013,3678249.324,3853578.44
WESTM,521,10,2013,7097260.065,8138018.02
NAGP,93,9,2013,4106271.927,5048814.49
BENGS,307,10,2011,2578448.922,2849436.66
WESTM,1673,5,2011,2735811.304,3221340.74
PUNEN,1189,1,2012,1531297.57,1512688.3
NAGP,97,10,2011,4941978.785,5216130.17
PUNJ,608,12,2012,7700790.45,8182004.26
GUJAN,137,1,2011,0,3528839.44
HYDE1,188,11,2011,9052227.45,9142236.52
PUNEN,743,9,2012,1689974.751,1694584.06
GUJAS,1920,5,2011,476663.5512,543983.72
BENGS,19,2,2012,1147103.426,1226349.61
HYDE2,473,1,2011,0,2556618.22
HARY&,2333,9,2012,158953.278,176073.21
KERA,152,5,2012,3398052.487,3500822.5
PUNES,328,8,2011,1318021.437,1479517.45
VIJA,45,3,2011,0,1255888.1
HYDE2,843,8,2011,822233.5577,901813.79
VIJA,455,11,2011,4450173.974,4399262.74
PUNES,1376,9,2011,393902.9782,441019.46
BENGN,2354,1,2013,5924529.135,6443882.27
ORIS,1482,1,2013,1144005.191,1239553.16
COIM,163,8,2012,1849427.712,1965190.83
PUNEN,1347,10,2011,1812938.703,1875259.05
JHAR,550,3,2011,0,249959.68
GUJAS,1449,3,2011,0,1325238.49
HYDE1,1282,12,2012,6590398.248,7058529.25
VIJA,1390,10,2011,1573801.968,1595786.21
PUNES,291,5,2012,466494.0696,480478.76
HUBL,731,3,2012,2878241.589,2604253.63
COIM,1038,2,2011,0,971045.65
PUNJ,1190,4,2013,-1150499.082,-1349844.17
PUNJ,419,11,2011,1952428.761,2087161.7
HUBL,555,3,2012,1185409.858,1092761.74
HYDE2,250,5,2011,849690.6275,961730.14
VIJA,1094,3,2012,873064.1395,843288.14
KERA,1039,2,2012,3857662.222,3967219.19
PUNES,1608,10,2012,3277952.9,3306282.41
GUJAN,1574,4,2012,8115650.651,8621354.45
GUJAS,1570,1,2012,3490900.712,3802351.47
NAGP,99,8,2012,8946007.753,9048216.96
BIHAE,536,4,2012,3777672.803,3946370.4
BENGN,802,4,2011,2220377.468,2418867.08
VIJA,455,4,2011,6908113.233,7507406.62
NER,273,7,2012,157574.9722,180504.07
PUNEN,77,10,2013,5682973.225,6910865.8
BIHAE,1676,11,2012,6683209.118,7054878.14
GUJAS,2352,1,2013,807716.8079,911110.22
COIM,1223,5,2011,1370028.712,1535484.88
NAGP,1062,9,2012,3181280.619,3264808.42
JHAR,1765,4,2011,-323795.7327,-386576.9
KERA,582,9,2011,1009281.927,1129703.31
BANG,2464,1,2013,1177291.418,1259388.07
COIM,873,4,2011,911685.2939,1035117.39
HARY&,61,11,2011,1770661.089,1909274.44
BENGS,1295,12,2011,5788973.07,5315916.99
JHAR,542,7,2011,333722.8486,353642.42
CENTU,433,2,2011,0,7285430.19
BIHAW,1986,4,2012,9239635.317,9921841.23
WESTM,264,3,2011,0,477652.11
HARY&,1738,4,2012,892189.8317,962861.26
KOLK,1832,4,2012,2543100.931,2796817.17
BENGS,1257,4,2011,2904202.386,3371237.38
EASTM,69,4,2011,3154399.531,3396616.36
BENGS,649,8,2011,1573076.102,1711680.25
HUBL,1430,11,2012,3305205.38,3534645.34
GUJAS,1779,11,2012,5232045.017,5615877.57
BANG,2443,1,2013,1145037.951,1214294.45
HYDE1,2430,1,2013,1319135.245,1443589.4
BENGS,1284,5,2011,1327826.375,1457582.62
BIHAW,746,1,2011,0,1532869.93
CHEN,1068,9,2011,893320.3511,980763.17
HARY&,1205,11,2011,942682.911,1015514.64
CENTU,645,2,2011,0,765525.46
NER,1855,9,2012,5506910.046,5799533.04
WESTU,2016,5,2012,661405.6373,740008.24
EASTM,1822,6,2011,3027477.907,3322595.24
BENGS,1543,12,2012,1382606.653,1371235.01
VIJA,48,1,2012,1980413.827,1810924.16
EASTM,2400,10,2012,1013320.099,1048494.06
DELHM,1980,10,2011,7064570.471,7838930.41
HYDE2,245,6,2012,4419107.392,4108010.6
WESTU,165,6,2012,2858054.673,3010928.76
NER,243,4,2011,6616963.822,6469602.1
RAJA,129,5,2012,1706260.566,1831539.28
CHEN,375,8,2011,3773825.451,4500584.68
HARY&,1738,1,2012,493288.6876,531180.26
KOLK,1281,3,2012,1339029.563,1457324.25
WESTM,523,9,2011,8017446.958,8769060.36
PUNES,1343,6,2012,1489434.157,1383471.13
BENGN,620,2,2011,0,2169555.71
HYDE2,1130,5,2011,2188667.64,2447234.23
CENTU,967,9,2011,4895817.835,5279525.96
KERA,1353,4,2012,2063878.072,2206408.78
PUNEN,1322,11,2011,227530.6266,228571.69
WESTM,262,5,2012,1836611.041,1978087.9
BIHAE,536,5,2012,2452184.802,2601124.49
WESTM,1055,9,2012,6967276.209,7354989.54
WESTM,264,8,2011,1123562.313,1299704.78
COIM,337,2,2011,0,11688613.35
KERA,1353,1,2012,1585313.368,1642675.41
BENGN,999,2,2012,650256.426,718276.46
NER,1840,2,2011,0,410690.81
EASTM,1877,2,2012,2719004.799,2879092.27
ORIS,748,7,2012,775546.5213,862241.9
NAGP,1036,12,2013,8262824.79,10691288.12
KERA,152,3,2013,1849926.519,2117790.45
GUJAN,629,8,2012,1414319.869,1458151.73
BENGN,25,3,2013,1122427.496,1341684.54
BIHAE,536,9,2012,1980597.532,2068002.12
BENGS,451,9,2012,1019807.393,1058120.44
BENGN,1904,2,2013,88016.58193,91038.84
HARY&,2422,12,2013,745650.1989,794841.82
HUBL,1844,4,2011,3282642.109,3527462.08
PUNEN,330,7,2011,517172.6941,579329.57
EASTU,2068,4,2012,923785.1277,991743.16
HYDE2,473,1,2012,3039925.231,2907331.5
RAJA,129,1,2012,1419305.199,1549262.87
CHEN,975,2,2012,15126843.17,14928802.66
WESTU,2014,10,2011,149796.5348,164448.01
PUNEN,1349,2,2011,0,1367693.86
BANG,1146,5,2012,7985744.475,7971238.22
CHEN,105,1,2011,0,464674.91
BENGS,2,2,2013,3487770.787,3890644.01
WESTM,1186,3,2013,6878364.563,7891857.98
BENGS,1357,5,2013,1395848.686,1683039.01
PUNES,2317,9,2012,1217454.056,1242292.83
NER,274,6,2011,566667.8912,648949.45
JHAR,540,9,2012,786349.995,862138.14
VIJA,1000,9,2012,3681641.203,3939267.05
PUNEN,1845,8,2012,5502422.809,5383937.01
PUNJ,1524,4,2013,10666985.64,11614837.3
RAJA,120,7,2012,2401671.992,2582766.94
KERA,596,5,2013,1369853.316,1533868.34
COIM,2375,3,2013,4335577.692,5055454.8
EASTM,374,9,2012,4715082.787,5041323.03
NER,340,8,2012,202114.018,214090.76
CENTU,645,8,2012,850370.3338,882006.1
NAGP,89,5,2013,1386669.98,1606988.62
PUNES,1238,3,2013,778749.6622,886144.76
HYDE2,422,3,2013,2209497.298,2582123.47
COIM,2293,4,2013,2337581.486,2621805.8
HARY&,2337,10,2013,253168.6825,293045.66
NAGP,2322,2,2013,2105631.703,2412840.68
PUNEN,2363,9,2013,971984.4594,1119126.34
EASTU,1203,9,2013,6162498.07,6862217.76
PUNES,1245,6,2013,1935849.885,2295215.49
NAGP,1036,5,2013,6311457.471,6978315.28
HYDE2,1726,4,2013,5385653.379,6257586.11
KERA,349,4,2013,3645412.693,3871923.42
EASTM,1877,12,2013,3762694.779,4245183.4
PUNEN,77,8,2013,5497771.231,6198074.49
BENGN,656,6,2013,496616.7524,564969.06
NAGP,2024,7,2013,1321006.726,1542222.23
WESTU,2115,5,2013,4109080.403,4684432.87
EASTU,282,7,2013,587659.3599,676750.21
BENGS,1950,8,2013,1433689.692,1610790.36
EASTM,69,10,2013,1440323.11,1591802.36
EASTU,278,8,2013,1183430.953,1281969.35
KERA,1194,7,2013,2628682.311,2993192.4
VIJA,354,6,2013,796467.6518,973913.08
WESTU,775,11,2013,5167644.076,6130267.13
BENGS,23,10,2013,994741.221,1195523.86
JHAR,541,12,2013,2257836.911,2621119.59
WESTU,961,12,2013,4086507.879,4375932
CHEN,1068,12,2013,737866.3342,939767.7
GUJAS,2752,10,2013,1293997.276,1570012.16
EASTM,69,11,2012,1683218.564,1730193.3
NAGP,98,11,2011,6364572.128,6395610.73
HUBL,427,2,2011,0,1789659.15
EASTM,72,4,2011,2475818.638,2696344.11
PUNEN,1575,5,2012,732260.8483,722187.93
BENGS,23,6,2011,3076586.029,2978718.74
HYDE2,1056,6,2011,1322737.287,1457849.84
MUMB2,213,4,2012,7562187.721,7447749.07
DELHM,1591,6,2011,14790840.07,16520289.45
NER,239,5,2011,495970.2795,565636.15
KERA,153,11,2012,675849.0678,731960.51
COIM,337,9,2011,10047701.83,10672040.05
BENGN,620,9,2011,2180616.152,2283537.1
HYDE2,1056,2,2011,0,1675619.93
CENTU,325,2,2011,0,403496.25
HYDE2,254,5,2013,1295867.341,1451518.1
BANG,2506,4,2013,448636.4598,493670.46
BANG,144,9,2013,4702467.115,5053934.9
GUJAS,1779,3,2013,4044180.449,4703248.75
BANG,2464,4,2013,2270674.939,2502959.47
PUNES,327,9,2013,1428306.332,1686258.95
PUNJ,958,4,2013,1200103.235,1200691.9
MUMB1,1392,5,2013,14431442.62,15589064.01
HARY&,65,6,2013,838986.3162,968917.96
NER,1682,5,2013,564050.8254,687006.96
EASTM,69,7,2013,1868983.985,2069105.5
RAJA,2143,6,2013,1402058.66,1584562.8
NER,214,8,2013,1679188.336,1881161.46
WESTU,357,7,2013,1959055.837,2235854.68
BENGN,2542,6,2013,429670.2543,494460.88
PUNES,329,10,2013,321098.9907,388123.48
VIJA,553,5,2013,1379696.627,1437911.35
RAJA,126,9,2013,3945394.498,4244437.59
PUNEN,525,10,2013,4233677.01,5127620.6
BENGS,2517,10,2013,992065.9426,1146036.01
WESTM,263,9,2013,2257435.506,2574298.9
PUNES,1608,12,2013,2709163.97,3456497.13
CENTU,2004,11,2012,390081.5083,426511.75
WESTU,166,10,2012,542465.548,595019.51
NER,1840,8,2011,262212.3953,290187.28
HYDE1,1021,7,2012,12685414.56,13303271.45
DELHM,2250,2,2013,11620733.12,13141731.37
KERA,879,6,2012,1339018.572,1434365.31
WESTM,1414,1,2012,2122851.34,2314389.97
CENTU,2036,2,2012,492723.606,534691.32
HARY&,334,10,2012,433131.511,470365.06
HUBL,1430,11,2011,1596475.991,1587460.83
PUNEN,331,3,2011,0,517357.62
BENGS,1401,6,2011,966274.2031,1004165.18
MUMB2,339,1,2011,0,6403370.32
CHEN,1916,11,2012,729908.1943,775901.78
NER,648,1,2013,1461332.423,1547874.31
DELHM,1105,1,2013,2254551.438,2516306.59
CENTU,645,8,2011,1068310.722,1277900.85
PUNJ,1989,11,2011,2258962.465,2418247.2
EASTU,1044,8,2011,887353.3923,1010452.58
ORIS,625,2,2011,0,2745252.15
NAGP,1090,12,2011,8467976.88,8286652.2
BIHAW,1360,4,2011,3500751.789,3823934.47
WESTU,2074,3,2012,276024.0069,303356.16
PUNES,530,10,2012,2928953.594,3060908.85
ORIS,1730,10,2012,3000573.946,3299425.49
KERA,154,3,2011,0,690175.82
PUNEN,1198,9,2011,1157710.688,1239353.06
HYDE2,869,12,2012,2446734.192,2583178.53
EASTM,73,10,2012,3249970.963,3475380.14
RAJA,1455,9,2011,7052239.315,7483780.99
PUNES,291,2,2011,0,908319.01
WESTM,268,8,2012,2458158.687,2548004.9
NAGP,87,8,2011,960421.6159,1162178.23
CHEN,1178,9,2011,3472927.574,3758617.59
KERA,159,12,2012,1484572.062,1570584.56
PUNEN,1826,4,2012,21118374.71,20605819.32
WESTM,361,4,2012,3141496.899,3423098.17
JHAR,1634,6,2011,4279130.231,4649620.42
ORIS,10,6,2011,180029.975,175852.08
BIHAW,1411,12,2012,728101.2317,746442.03
JHAR,798,9,2011,3480400.14,3774498.09
COIM,862,2,2012,8130601.101,7888793.72
PUNJ,600,1,2011,0,3609467.11
HYDE2,257,6,2011,2180569.787,2419295.23
GUJAN,1302,3,2011,0,2156884.35
EASTU,283,8,2012,291342.7249,316378.82
BENGS,768,11,2011,2945873.906,3157013.29
GUJAN,1302,12,2011,5016620.581,4920407.62
EASTU,2000,9,2011,640214.571,709220.6
GUJAS,399,3,2012,1090192.617,1098856.29
NAGP,2024,3,2012,739932.7054,737384.39
ORIS,9,1,2013,936565.5665,1011598.11
CHEN,1594,4,2011,2665631.626,2996908.72
EASTM,1889,2,2012,1658524.734,1670250.92
PUNJ,236,4,2012,1603698.877,1721374.83
HYDE2,413,11,2011,1356698.659,1345622.19
KERA,153,1,2012,1140892.493,1199330.43
NER,384,5,2012,838422.7694,894794.36
MUMB2,213,1,2012,6216702.796,6268454.16
EASTM,593,7,2012,2173508.969,2385883.58
JHAR,395,11,2012,1157634.488,1318130.02
PUNEN,448,1,2013,3983731.528,4123310.61
CENTU,2036,1,2013,438792.1027,472897.14
DELHM,1809,1,2011,0,1293461.93
PUNEN,77,10,2012,9078909.069,9475468.22
BIHAE,1948,8,2011,1008873.978,1113231.11
COIM,873,10,2011,537753.8757,513402.38
GUJAS,1779,2,2012,7412692.186,7511857.71
PUNEN,1845,5,2012,4334821.527,4184688.71
DELHM,1591,5,2012,13929208.99,15296577.93
GUJAN,1985,10,2011,2437232.895,2621645.15
WESTM,2132,4,2012,3758269.079,3940008.84
BANG,1154,8,2011,1279798.565,1347289.42
KERA,151,1,2011,0,3445946.26
VIJA,354,4,2011,1613805.837,1886998.09
HYDE2,1337,12,2012,959357.475,1013546.76
CENTU,1996,12,2011,625377.7921,652396.12
KOLK,2105,2,2012,1805139.292,1921741.5
WESTM,266,2,2011,0,1678581.02
HYDE2,869,8,2011,2905975.149,3144585.89
KERA,1345,9,2012,546798.5967,599052.52
WESTM,271,7,2011,722523.4456,830048.35
EASTM,73,5,2012,2821190.626,2831503.1
EASTM,72,1,2011,0,2038731.62
VIJA,860,4,2011,1337074.054,1457438.14
VIJA,553,4,2012,1247462.167,1192781.12
WESTU,1027,4,2012,4660311.156,4956503.24
WESTM,1555,4,2011,2163841.327,2423786.95
WESTM,990,12,2011,4111294.412,4294067.93
RAJA,1228,9,2011,1740628.24,1856034.61
KERA,153,4,2012,1777913.316,1924202.41
EASTM,593,6,2011,3272354.202,3614831.16
WESTM,361,10,2011,1723438.6,1879159.69
WESTU,357,3,2011,0,805983.08
HUBL,353,4,2011,2190711.703,2245160.14
BIHAW,29,4,2013,7033610.705,7402822.18
PUNEN,79,4,2013,2671461.819,2782522.91
BENGS,1284,5,2013,1397135.779,1647007.55
BENGN,1904,11,2011,78464.81449,87060.62
PUNEN,960,7,2012,1405290.791,1423609
BIHAE,1274,6,2012,1154279.905,1151491.85
BANG,1756,9,2012,2982466.41,3097198.53
HUBL,1621,8,2012,5038744.947,4940112.94
NER,1672,8,2012,1212583.999,1293687.44
COIM,1223,2,2013,1337834.705,1471542.43
DELHM,1316,2,2013,8875093.343,10120504.28
HUBL,427,7,2012,1418351.043,1530241.68
BIHAW,1853,9,2012,1060238.867,1100860.58
BIHAW,29,2,2013,5352824.749,5654125.72
NAGP,90,3,2013,814545.8658,912992.28
HUBL,2012,2,2013,5195260.183,5519540.15
JHAR,1051,2,2013,1271507.449,1377497.06
HYDE1,1176,6,2013,1884351.294,2203765.52
HUBL,1844,9,2013,2808711.749,3288679.28
BENGS,2420,2,2013,1253075.819,1319999.57
WESTU,2103,2,2012,558555.3212,602871.23
MUMB2,299,11,2011,8608042.843,8779097.8
KERA,159,3,2012,1147979.255,1198882.94
PUNES,1608,4,2012,4107319.283,3892621.46
HUBL,180,9,2011,5296133.535,5500610.74
EASTM,70,4,2011,14407409.69,15734250.37
HYDE1,1021,2,2011,0,22919909.63
NAGP,388,9,2011,712299.7596,776709
BANG,344,11,2013,6433963.73,7512270.65
PUNEN,1826,2,2013,17342907.92,18426171.19
NAGP,764,10,2013,728542.0604,817242.51
GUJAS,2304,9,2012,1046094.576,1172246.38
PUNEN,77,3,2013,5906271.568,6632450
CENTU,2036,8,2012,456699.6344,485043.92
HYDE2,422,8,2012,2465581.098,2519038.01
WESTU,775,7,2012,3589875.176,3876424.04
PUNES,1072,8,2012,1186106.287,1159796.37
BIHAW,32,2,2013,1731912.206,1816153.11
WESTM,1115,10,2013,2303315.951,2735752.5
RAJA,2355,3,2013,394350.6195,437051.2
BANG,1723,4,2013,11610045.91,12640523.78
BIHAE,35,7,2012,1132591.864,1227216.24
WESTU,357,8,2013,3835452.652,4054931.54
ORIS,356,12,2013,2403844.614,2820395.34
GUJAN,1321,4,2013,1735628.707,1907204.86
MUMB2,297,9,2013,3371900.426,3745306.49
CENTU,2061,11,2013,271318.3969,311727.81
EASTM,410,6,2013,1632769.488,1792820.95
BIHAW,1360,7,2013,3448149.505,3943738.22
MUMB2,532,9,2013,4423476.439,5038244.24
CHEN,106,9,2013,906989.8278,1000147.56
PUNJ,1989,10,2013,1470027.82,1702952.31
EASTM,69,5,2013,2107949.615,2267837.93
HUBL,1844,6,2013,3081458.343,3500840.68
HUBL,427,7,2013,1227976.506,1407527.79
CENTU,2670,10,2013,540860.8457,610593
MUMB2,294,10,2013,1626159.045,1979913.71
PUNES,1666,8,2013,3454773.698,3634266.18
WESTU,729,12,2013,4081585.225,4381305.4
NER,2701,12,2013,478810.5259,412269.46
PUNEN,1201,12,2013,2398427.139,3324628.04
BIHAW,1986,11,2012,6175131.693,6730540.85
JHAR,31,11,2012,1010822.174,1147105.94
EASTU,1203,11,2012,4738652.777,5260946.98
GUJAS,135,11,2012,2046651.172,2196731.8
BIHAW,32,11,2012,1313814.545,1416595.86
HYDE2,1447,1,2012,7353361.927,7092091.08
NER,220,9,2011,2638373.913,3037609.87
EASTU,281,3,2011,0,592367.66
HYDE1,1891,12,2011,12124791.9,11741881.31
BIHAW,29,2,2012,5699717.778,5771780.12
WESTU,2014,6,2012,345811.9504,371790.16
ORIS,13,3,2012,568479.6888,604321.78
KOLK,1281,12,2012,4909061.988,5043933.28
BIHAW,746,2,2011,0,4428942.14
KERA,338,6,2011,1825498.745,2083992.64
BENGS,1401,4,2012,1187289.154,1329328.51
PUNJ,1190,12,2012,6398757.483,6835730.78
CENTU,2037,7,2012,286025.7619,319075.95
PUNEN,1351,3,2011,0,981975.03
DELHM,2152,2,2013,9885729.094,10931646.95
MUMB2,1603,6,2011,17278883.47,18877613.17
HYDE2,1422,6,2012,876077.27,874220.33
MUMB2,294,7,2012,1795861.495,1866368.43
NAGP,86,6,2011,1393682.061,1520229.8
BANG,434,11,2011,2940530.99,2900813.51
PUNJ,1947,5,2012,1770993.015,2030081.22
EASTM,1929,10,2011,1349003.398,1463055.86
WESTM,2132,5,2012,3084463.333,3324670.41
VIJA,47,6,2011,2070584.795,2292653.96
BANG,1756,7,2011,3055725.6,3292353
PUNES,2243,2,2013,11993998.25,12705187.66
MUMB1,56,3,2013,9813471.933,11847022.3
COIM,1038,7,2013,569697.4744,708604.65
MUMB2,2479,8,2013,28426689.01,30324746.04
VIJA,359,5,2013,1340373.228,1538804.24
NAGP,1090,5,2013,5995242.711,6610298.43
NER,1724,5,2013,3581017.793,4185351.59
PUNES,1238,9,2013,1788177.306,2010374.38
KERA,154,6,2013,806733.2213,905929.82
JHAR,798,12,2013,4593086.467,5255399.31
CENTU,2612,9,2013,563637.4343,657636.88
WESTM,2357,6,2013,1172639.114,1417600.75
JHAR,2408,8,2013,1224202.189,1417778.72
HARY&,2310,9,2013,2012845.982,2155021.96
KOLK,1439,9,2013,1879226.089,2053068.22
VIJA,455,10,2013,2566219.442,3183955.82
BENGS,481,12,2013,3024927.107,3424307.39
WESTU,2014,11,2012,296509.5713,319556.24
PUNEN,332,1,2013,409293.2903,437675.81
CENTU,170,2,2011,0,1508858.27
NER,274,2,2011,0,787994.47
CENTU,2062,7,2012,460675.865,509559.89
WESTU,177,5,2011,86874.26878,102946.93
KERA,1384,8,2011,2046011.388,2246226.04
PUNJ,1524,3,2012,4358288.048,4666696.82
DELHM,1316,9,2011,6510057.273,7091930.19
PUNJ,1524,12,2012,9699493.449,10318524.93
VIJA,455,12,2011,4443519.178,4349926.06
HYDE1,442,8,2011,2541123.392,2740176.25
WESTU,165,2,2012,2520805.684,2660880.45
BENGS,1558,4,2011,3723777.158,4077810.4
HUBL,2199,8,2012,2144985.107,2086467.78
PUNEN,1690,9,2012,5710259.552,5877985.93
BANG,2141,6,2012,5039959.648,5018609.65
CENTU,325,9,2011,1045256.825,1185335.86
KERA,1384,9,2012,425963.1936,463958.87
EASTM,1929,1,2012,1179000.575,1308109.34
BENGN,1854,2,2011,0,3899105.63
BIHAE,1219,5,2011,1634716.082,1763945.44
NER,2011,6,2012,125129.4736,143295
HYDE2,1726,3,2011,0,2129809.38
HUBL,2012,9,2011,3590809.14,3753177.63
GUJAN,1302,11,2011,3748015.05,3760792.96
KERA,151,8,2011,2716190.416,3059996.93
HARY&,68,6,2012,1033873.392,1085514.96
WESTU,2016,9,2011,405063.356,464816.79
BANG,1981,10,2012,3085833.09,3240728.86
BENGS,343,6,2012,1215351.91,1294611.59
PUNEN,332,3,2011,0,395598.79
VIJA,1000,10,2011,4827191.72,4812758.56
PUNJ,233,10,2011,1071199.645,1151010
HUBL,2127,3,2012,793896.6652,777402.26
PUNEN,1351,1,2011,0,943234.79
BENGS,1543,2,2012,963860.4773,1034373.95
JHAR,1766,4,2011,9098666.292,10040446.37
EASTM,1649,4,2012,6917590.367,6575002.18
PUNES,2192,2,2013,1199944.671,1233125.56
MUMB2,991,4,2012,13835713.24,13588211.74
PUNEN,1171,8,2011,1348361.635,1520514.85
EASTU,284,3,2011,0,425441.32
BIHAE,534,6,2013,2049001.488,2281483.27
BENGS,22,9,2012,3954021.391,4078429.95
HYDE1,435,4,2011,-938634.6708,-1143868.62
WESTM,1115,7,2012,1616144.421,1791321.37
COIM,1170,12,2012,625315.2225,640155.37
RAJA,1905,4,2011,877244.3056,985031.5
HYDE1,435,1,2011,0,18073420.08
BIHAE,1676,10,2011,7091912.221,7385548.34
HARY&,1738,2,2012,547849.4113,575209.08
HYDE2,1447,2,2012,5288887.62,4963791.68
HYDE2,258,3,2011,0,720785.96
EASTM,1649,12,2012,3760931.28,3771334.89
JHAR,395,5,2011,1397676.686,1578442.74
WESTU,2155,6,2012,311298.0544,319898.76
CENTU,170,6,2011,1394449.256,1528798.22
PUNJ,1210,8,2011,322961.03,343273.78
PUNES,1238,9,2012,1782189.576,1839224.38
WESTU,306,8,2011,1518529.094,1747437.71
HYDE2,1447,4,2012,9505896.535,9540363.3
EASTM,69,2,2011,0,2361168.86
WESTM,361,6,2011,2213252.617,2597920.93
PUNEN,1214,7,2011,1950583.094,2183807.08
PUNJ,302,1,2011,0,397625.06
KERA,1371,7,2011,927171.6036,1054143.37
NER,390,7,2012,3789303.235,2884158.21
PUNEN,460,1,2011,0,13215143.28
EASTM,1733,11,2011,8764103.772,9262768.04
CENTU,2037,5,2012,390311.4198,425731.42
NER,214,6,2012,1784015.95,1803297.15
DELHM,1105,5,2011,1915008.744,2148471.09
HARY&,393,12,2011,6189548.856,6274950.08
PUNEN,743,6,2012,2438131.198,2341800.04
GUJAS,336,4,2011,1390407.32,1507956.68
GUJAS,135,4,2013,2946375.407,3202294.96
GUJAS,997,3,2013,664439.5088,783166.67
VIJA,52,5,2013,4465692.969,4970143
PUNJ,1548,12,2013,6653084.586,7371029.4
HYDE2,187,3,2013,1020723.772,1248711.1
